Name_submitted	Name_matched	Author_matched	Overall_score	Taxonomic_status	Accepted_name	Accepted_author	Accepted_family	Source	Warnings	Accepted_name_lsid
Lythrum junceum	Lythrum junceum		1	Accepted	Lythrum junceum	Banks & Sol.	Lythraceae	tpl;tropicos	 	
Lythrum portula	Lythrum portula		1	Accepted	Lythrum portula	(L.) D.A.Webb	Lythraceae	tpl	 	
Lythrum portula	Lythrum portula		1	Accepted	Lythrum portula	(L.) D.A. Webb	Lythraceae	tropicos;usda	 	
Lythrum virgatum	Lythrum virgatum		1	Accepted	Lythrum virgatum	L.	Lythraceae	tpl;tropicos;usda	 	
Lythrum volgense	Lythrum volgense		1	Accepted	Lythrum volgense	D.A.Webb	Lythraceae	tpl	 	
Lythrum volgense	Lythrum volgense		1	Synonym	Peplis alternifolia	M. Bieb.	Lythraceae	tropicos	 	
Malcolmia chia	Malcolmia chia		1	Accepted	Malcolmia chia	(L.) DC.	Brassicaceae	tpl	 	
Malcolmia chia	Malcolmia chia		1	Accepted	Malcolmia chia	DC.	Brassicaceae	tropicos	 	
Malope malacoides	Malope malacoides		1	Accepted	Malope malacoides	L.	Malvaceae	tpl	 	
Malope malacoides	Malope malacoides		1	No opinion		L.	Malvaceae	tropicos	 	
Malva moschata	Malva moschata		1	Accepted	Malva moschata	L.	Malvaceae	tpl;tropicos;usda	 	
Malvella sherardiana	Malvella sherardiana		1	Accepted	Malvella sherardiana	(L.) Jaub. & Spach	Malvaceae	tpl	 	
Malvella sherardiana	Malvella sherardiana		1	No opinion				tropicos	 	
Matteuccia struthiopteris	Matteuccia struthiopteris		1	Accepted	Matteuccia struthiopteris	(L.) Tod.	Onocleaceae	tpl;tropicos	 	
Matteuccia struthiopteris	Matteuccia struthiopteris		1	Accepted	Matteuccia struthiopteris	(L.) Todaro	Onocleaceae	usda	 	
Medicago glandulosa	Medicago glandulosa		1	Accepted	Medicago glandulosa	David	Fabaceae	tpl;tropicos	 	
Medicago glandulosa	Medicago glandulosa		1	Synonym	Medicago falcata	L.	Fabaceae	ildis	 	
Medicago glandulosa	Medicago glandulosa		1	No opinion				tropicos	 [Ambiguous match] 	
Medicago glandulosa	Medicago glandulosa		1	No opinion				tropicos	 [Ambiguous match] 	
Meum athamanticum	Meum athamanticum		1	Accepted	Meum athamanticum	Jacq.	Apiaceae	tpl	 	
Meum athamanticum	Meum athamanticum		1	No opinion		Jacq.	Apiaceae	tropicos	 	
Mimulus moschatus	Mimulus moschatus		1	Accepted	Mimulus moschatus	Douglas ex Lindl.	Phrymaceae	tpl;tropicos;usda	 	
Minuartia viscosa	Minuartia viscosa		1	Accepted	Minuartia viscosa	(Schreb.) Schinz & Thell.	Caryophyllaceae	tpl	 	
Minuartia viscosa	Minuartia viscosa		1	Accepted	Minuartia viscosa	Schinz & Thell.	Caryophyllaceae	tropicos	 	
Misopates orontium	Misopates orontium		1	Accepted	Misopates orontium	(L.) Raf.	Plantaginaceae	tpl;tropicos;usda	 	
Montia fontana	Montia fontana		1	Accepted	Montia fontana	L.	Montiaceae	tpl;tropicos;usda	 	
Montia sibirica	Montia sibirica		1	Synonym	Claytonia sibirica	L.	Montiaceae	tpl;tropicos	 	
Montia sibirica	Montia sibirica		1	Synonym	Claytonia sibirica var. sibirica	L.	Montiaceae	usda	 	
Myosotis ramosissima	Myosotis ramosissima		1	Accepted	Myosotis ramosissima	Rochel	Boraginaceae	tpl;tropicos	 	
Nassella filiculmis	Nassella filiculmis		1	Accepted	Nassella filiculmis	(Delile) Barkworth	Poaceae	tpl;tropicos	 	
Nassella formicarum	Nassella formicarum		1	Accepted	Nassella formicarum	(Delile) Barkworth	Poaceae	tpl;tropicos	 	
Nassella formicarum	Nassella formicarum		1	Synonym	Nassella manicata	(Desv.) Barkworth	Poaceae	usda	 	
Neosiphonia paniculata	No suitable matches found.		0						 	
Nepeta faassenii	No suitable matches found.		0						 	
Nepeta sibirica	Nepeta sibirica		1	Accepted	Nepeta sibirica	L.	Lamiaceae	tpl;tropicos	 	
Neslia paniculata subsp. thracica	Neslia paniculata subsp. thracica		1	Accepted	Neslia paniculata subsp. thracica	(Velen.) Bornm.	Brassicaceae	tpl	 	
Neslia paniculata subsp. thracica	Neslia paniculata subsp. thracica		1	Accepted	Neslia paniculata subsp. thracica	Bornm.	Brassicaceae	tropicos	 	
Nonea pulla	Nonea pulla		1	Accepted	Nonea pulla	(L.) DC.	Boraginaceae	tpl;tropicos	 	
Nonea pulla	Nonea pulla		1	Illegitimate				tropicos	 	
Oenothera flava	Oenothera flava		1	Accepted	Oenothera flava	(A. Nelson) Garrett	Onagraceae	tpl;tropicos;usda	 	
Oenothera flava	Oenothera flava		1	Invalid				tropicos	 	
Oenothera issleri	Oenothera issleri		1	Synonym	Oenothera parviflora	L.	Onagraceae	tpl	 	
Oenothera issleri	Oenothera issleri		1	No opinion				tropicos	 	
Oenothera parviflora	Oenothera parviflora		1	Accepted	Oenothera parviflora	L.	Onagraceae	tpl;tropicos;usda	 	
Oenothera victorinii	Oenothera victorinii		1	No opinion				tpl	 	
Onopordum bracteatum	Onopordum bracteatum		1	Accepted	Onopordum bracteatum	Boiss. & Heldr.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:500165D1-3669-4991-9435-8BD0BC431EB6
Onopordum bracteatum	Onopordum bracteatum		1	No opinion		Boiss. & Heldr.	Asteraceae	tropicos	 	urn:lsid:compositae.org:names:500165D1-3669-4991-9435-8BD0BC431EB6
Onopordum macracanthum	Onopordum macracanthum		1	Accepted	Onopordum macracanthum	Schousb.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:98C33230-55B6-4C19-B431-F67D2A8A6A4F
Onopordum macracanthum	Onopordum macracanthum		1	No opinion				tropicos	 	
Onopordum nervosum	Onopordum nervosum		1	Accepted	Onopordum nervosum	Boiss.	Asteraceae	gcc;tropicos	 	urn:lsid:compositae.org:names:AA5A36FA-10A3-4326-90F1-1FBB7CBB393E
Opuntia macrorhiza	Opuntia macrorhiza		1	Accepted	Opuntia macrorhiza	Engelm.	Cactaceae	tpl;tropicos;usda	 	
Orlaya daucorlaya	Orlaya daucorlaya		1	Accepted	Orlaya daucorlaya	Murb.	Apiaceae	tpl	 	
Orlaya daucorlaya	Orlaya daucorlaya		1	No opinion		Murb.	Apiaceae	tropicos	 	
Ornithogalum narbonense	Ornithogalum narbonense		1	Accepted	Ornithogalum narbonense	L.	Asparagaceae	tpl	 	
Ornithogalum narbonense	Ornithogalum narbonense		1	Synonym	Ornithogalum pyramidale subsp. narbonense	(L.) Asch. & Graebn.	Asparagaceae	tropicos	 	
Ornithogalum pyrenaicum	Ornithogalum pyrenaicum		1	Accepted	Ornithogalum pyrenaicum	L.	Asparagaceae	tpl;usda	 	
Ornithogalum pyrenaicum	Ornithogalum pyrenaicum		1	Synonym	Loncomelos pyrenaicum	(L.) Holub	Liliaceae	tropicos	 	
Orobanche amethystea	Orobanche amethystea		1	Accepted	Orobanche amethystea	Thuill.	Orobanchaceae	tpl;tropicos	 	
Orobanche gracilis	Orobanche gracilis		1	Accepted	Orobanche gracilis	Sm.	Orobanchaceae	tpl	 	
Orobanche gracilis	Orobanche gracilis		1	No opinion		Sm.	Orobanchaceae	tropicos	 	
Orobanche hederae	Orobanche hederae		1	Accepted	Orobanche hederae	Duby	Orobanchaceae	tpl;usda	 	
Orobanche hederae	Orobanche hederae		1	No opinion		Duby	Orobanchaceae	tropicos	 	
Orobanche lucorum	Orobanche lucorum		1	Accepted	Orobanche lucorum	A.Braun	Orobanchaceae	tpl	 	
Orobanche lucorum	Orobanche lucorum		1	No opinion				tropicos	 	
Orontium aquaticum	Orontium aquaticum		1	Accepted	Orontium aquaticum	L.	Araceae	tpl;tropicos;usda	 	
Otanthus maritimus	Otanthus maritimus		1	Accepted	Otanthus maritimus	(L.)	Asteraceae	gcc	 	urn:lsid:compositae.org:names:795F4F40-A41A-4C95-A914-5C1E39B1D3A5
Otanthus maritimus	Otanthus maritimus		1	Synonym	Achillea maritima	(L.) Ehrend. & Y.P.Guo	Asteraceae	gcc	 	urn:lsid:compositae.org:names:657288BD-9641-4213-8C1D-4C90E2DBB198
Otanthus maritimus	Otanthus maritimus		1	No opinion				tropicos	 	
Paeonia mascula	Paeonia mascula		1	Accepted	Paeonia mascula	(L.) Mill.	Paeoniaceae	tpl;tropicos	 	
Panicum decompositum	Panicum decompositum		1	Accepted	Panicum decompositum	R.Br.	Poaceae	tpl	 	
Panicum decompositum	Panicum decompositum		1	Accepted	Panicum decompositum	R. Br.	Poaceae	tropicos;usda	 	
Panicum decompositum	Panicum decompositum		1	Illegitimate				tropicos	 	
Panicum obtusum	Panicum obtusum		1	Accepted	Panicum obtusum	Kunth	Poaceae	tpl;usda	 	
Panicum obtusum	Panicum obtusum		1	Synonym	Hopia obtusa	(Kunth) Zuloaga & Morrone	Poaceae	tropicos	 	
Panicum philadelphicum	Panicum philadelphicum		1	Accepted	Panicum philadelphicum	Bernh. ex Trin.	Poaceae	tpl;tropicos;usda	 	
Panicum philadelphicum	Panicum philadelphicum		1	Illegitimate				tropicos	 	
Papaver pinnatifidum	Papaver pinnatifidum		1	Accepted	Papaver pinnatifidum	Moris	Papaveraceae	tpl	 	
Papaver pinnatifidum	Papaver pinnatifidum		1	No opinion		Moris	Papaveraceae	tropicos	 	
Papaver pseudoorientale	Papaver pseudoorientale		1	Synonym	Papaver orientale	L.	Papaveraceae	usda	 	
Parapholis strigosa	Parapholis strigosa		1	Accepted	Parapholis strigosa	(Dumort.) C.E.Hubb.	Poaceae	tpl	 	
Parapholis strigosa	Parapholis strigosa		1	Accepted	Parapholis strigosa	(Dumort.) C.E. Hubb.	Poaceae	tropicos	 	
Parapholis strigosa	Parapholis strigosa		1	Illegitimate				tropicos	 	
Parapholis strigosa	Parapholis strigosa		1	Accepted	Parapholis strigosa	(Dumort.) C.E. Hubbard	Poaceae	usda	 	
Parietaria lusitanica	Parietaria lusitanica		1	Accepted	Parietaria lusitanica	L.	Urticaceae	tpl	 	
Parietaria lusitanica	Parietaria lusitanica		1	Synonym	Parietaria lusitanica subsp. serbica	(PanÄiÄ‡) P.W.Ball	Urticaceae	tpl	 	
Parietaria lusitanica	Parietaria lusitanica		1	Synonym	Parietaria serbica	PanÄiÄ‡	Urticaceae	tropicos	 	
Parietaria lusitanica	Parietaria lusitanica		1	No opinion		L.	Urticaceae	tropicos	 	
Parthenocissus vitacea	Parthenocissus vitacea		1	Synonym	Parthenocissus inserta	(A.Kern.) Fritsch	Vitaceae	tpl	 	
Parthenocissus vitacea	Parthenocissus vitacea		1	Accepted	Parthenocissus vitacea	(Knerr) Hitchc.	Vitaceae	tropicos;usda	 	
Pentaglottis sempervirens	Pentaglottis sempervirens		1	Accepted	Pentaglottis sempervirens	(L.) Tausch ex L.H.Bailey	Boraginaceae	tpl	 	
Pentaglottis sempervirens	Pentaglottis sempervirens		1	No opinion				tpl	 	
Pentaglottis sempervirens	Pentaglottis sempervirens		1	Accepted	Pentaglottis sempervirens	(L.) Tausch ex L.H. Bailey	Boraginaceae	tropicos;usda	 	
Petasites fragrans	Petasites fragrans		1	Synonym	Petasites pyrenaicus	(L.) G.López	Asteraceae	gcc	 	urn:lsid:compositae.org:names:1D7157CB-F406-4261-A5A2-8061AA92C4D9
Petasites fragrans	Petasites fragrans		1	Accepted	Petasites fragrans	(Vill) C. Presl	Asteraceae	tropicos	 	
Peucedanum ostruthium	Peucedanum ostruthium		1	Accepted	Peucedanum ostruthium	(L.) W.D.J.Koch	Apiaceae	tpl	 	
Peucedanum ostruthium	Peucedanum ostruthium		1	Accepted	Peucedanum ostruthium	(L.) W.D.J. Koch	Apiaceae	tropicos;usda	 	
Peucedanum verticillare	Peucedanum verticillare		1	Accepted	Peucedanum verticillare	(L.) W.J.D.Koch ex DC.	Apiaceae	tpl	 	
Peucedanum verticillare	Peucedanum verticillare		1	No opinion				tropicos	 	
Phacelia ciliata	Phacelia ciliata		1	Accepted	Phacelia ciliata	Benth.	Boraginaceae	tpl;tropicos;usda	 	
Phacelia ciliata	Phacelia ciliata		1	Invalid				tropicos	 	
Phalaris platensis	Phalaris platensis		1	Accepted	Phalaris platensis	Henrard ex Heukels	Poaceae	tpl	 	
Phalaris platensis	Phalaris platensis		1	Synonym	Phalaris platensis	Henrard ex Heukels	Poaceae	tpl	 	
Phalaris platensis	Phalaris platensis		1	Accepted	Phalaris platensis	Henrard ex Wacht.	Poaceae	tropicos	 	
Phalaris platensis	Phalaris platensis		1	Illegitimate				tropicos	 	
Phalaris platensis	Phalaris platensis		1	Invalid				tropicos	 	
Philadelphus pubescens	Philadelphus pubescens		1	Accepted	Philadelphus pubescens	Loisel.	Hydrangeaceae	tpl;tropicos;usda	 	
Phleum exaratum	Phleum exaratum		1	Accepted	Phleum exaratum	Griseb.	Poaceae	tpl	 	
Phleum exaratum	Phleum exaratum		1	Synonym	Phleum boissieri	Bornm.	Poaceae	tpl	 	
Phleum exaratum	Phleum exaratum		1	Accepted	Phleum exaratum	Hochst. ex Griseb.	Poaceae	tropicos	 	
Phleum exaratum	Phleum exaratum		1	Illegitimate		Bornm.	Poaceae	tropicos	 	
Physalis ixocarpa	Physalis ixocarpa		1	Accepted	Physalis ixocarpa	Brot. ex Hornem.	Solanaceae	tpl;tropicos	 	
Physalis ixocarpa	Physalis ixocarpa		1	Synonym	Physalis philadelphica var. immaculata	Waterf.	Solanaceae	usda	 	
Physalis longifolia	Physalis longifolia		1	Accepted	Physalis longifolia	Nutt.	Solanaceae	tpl;tropicos;usda	 	
Physalis virginiana var. sonorae	Physalis virginiana var. sonorae		1	Accepted	Physalis virginiana var. sonorae	(Torr.) Waterf.	Solanaceae	tpl;tropicos	 	
Physalis virginiana var. sonorae	Physalis virginiana var. sonorae		1	Synonym	Physalis longifolia var. longifolia	Nutt.	Solanaceae	usda	 	
Picris pauciflora	Picris pauciflora		1	Accepted	Picris pauciflora	Willd.	Asteraceae	gcc;usda	 	urn:lsid:compositae.org:names:242DEB2C-7402-410E-A1BC-97B480DCBD69
Picris pauciflora	Picris pauciflora		1	No opinion		Willd.	Asteraceae	tropicos	 	urn:lsid:compositae.org:names:242DEB2C-7402-410E-A1BC-97B480DCBD69
Picris sprengerana	No suitable matches found.		0						 	
Pilea hyalina	Pilea hyalina		1	Accepted	Pilea hyalina	Fenzl	Urticaceae	tpl;tropicos	 	
Pilea microphylla	Pilea microphylla		1	Accepted	Pilea microphylla	(L.) Liebm.	Urticaceae	tpl;tropicos;usda	 	
Pilea peperomioides	Pilea peperomioides		1	Accepted	Pilea peperomioides	Diels	Urticaceae	tpl;tropicos	 	
Pimpinella peregrina	Pimpinella peregrina		1	Accepted	Pimpinella peregrina	L.	Apiaceae	tpl;tropicos	 	
Plantago alpina	Plantago alpina		1	Accepted	Plantago alpina	L.	Plantaginaceae	tpl	 	
Plantago alpina	Plantago alpina		1	Synonym	Plantago neumannii	Opiz	Plantaginaceae	tropicos	 	
Plantago bellardii	Plantago bellardii		1	Accepted	Plantago bellardii	All.	Plantaginaceae	tpl	 	
Plantago bellardii	Plantago bellardii		1	No opinion		All.	Plantaginaceae	tropicos	 	
Plantago holosteum	Plantago holosteum		1	Synonym	Plantago subulata	L.	Plantaginaceae	tpl	 	
Plantago holosteum	Plantago holosteum		1	No opinion		L.	Plantaginaceae	tropicos	 	
Plantago patagonica	Plantago patagonica		1	Accepted	Plantago patagonica	Jacq.	Plantaginaceae	tpl;tropicos;usda	 	
Poa jubata	Poa jubata		1	Accepted	Poa jubata	A.Kern.	Poaceae	tpl	 	
Poa jubata	Poa jubata		1	No opinion				tpl	 	
Poa jubata	Poa jubata		1	Accepted	Poa jubata	A. Kern.	Poaceae	tropicos	 	
Poa jubata	Poa jubata		1	Illegitimate				tropicos	 	
Polycarpon tetraphyllum subsp. diphyllum	Polycarpon tetraphyllum subsp. diphyllum		1	Accepted	Polycarpon tetraphyllum subsp. diphyllum	(Cav.) O.Bolòs & Font Quer	Caryophyllaceae	tpl	 	
Polycarpon tetraphyllum subsp. diphyllum	Polycarpon tetraphyllum subsp. diphyllum		1	Synonym	Polycarpon tetraphyllum var. diphyllum	(Cav.) Romo	Caryophyllaceae	tropicos	 	
Polygonatum hirtum	Polygonatum hirtum		1	Accepted	Polygonatum hirtum	(Bosc ex Poir.) Pursh	Asparagaceae	tpl	 	
Polygonatum hirtum	Polygonatum hirtum		1	Synonym	Polygonatum latifolium	(Jacq.) Desf.	Asparagaceae	tropicos	 	
Polygonum alpinum	Polygonum alpinum		1	Synonym	Persicaria alpina	(All.) H.Gross	Polygonaceae	tpl	 	
Polygonum alpinum	Polygonum alpinum		1	Accepted	Polygonum alpinum	All.	Polygonaceae	tropicos;usda	 	
Polygonum arenarium	Polygonum arenarium		1	Accepted	Polygonum arenarium	Waldst. & Kit.	Polygonaceae	tpl;tropicos;usda	 	
Polygonum bistorta	Polygonum bistorta		1	Synonym	Persicaria bistorta	(L.) Samp.	Polygonaceae	tpl	 	
Polygonum bistorta	Polygonum bistorta		1	Synonym	Bistorta officinalis	Delarbre	Polygonaceae	tropicos	 	
Polygonum bistorta	Polygonum bistorta		1	Accepted	Polygonum bistorta	L.	Polygonaceae	usda	 	
Polygonum cognatum	Polygonum cognatum		1	Accepted	Polygonum cognatum	Meisn.	Polygonaceae	tpl;tropicos	 	
Polypogon chilensis	Polypogon chilensis		1	Accepted	Polypogon chilensis	(Kunth) Pilg.	Poaceae	tpl;tropicos	 	
Polypogon elongatus	Polypogon elongatus		1	Accepted	Polypogon elongatus	Kunth	Poaceae	tpl;tropicos;usda	 	
Polypogon elongatus	Polypogon elongatus		1	No opinion				tpl	 	
Polypogon elongatus	Polypogon elongatus		1	Illegitimate				tropicos	 	
Polypogon imberbis	Polypogon imberbis		1	Accepted	Polypogon imberbis	(Phil.) Johow	Poaceae	tpl;tropicos;usda	 	
Polypogon imberbis	Polypogon imberbis		1	Illegitimate				tropicos	 	
Polypogon maritimus	Polypogon maritimus		1	Accepted	Polypogon maritimus	Willd.	Poaceae	tpl;tropicos;usda	 	
Potamogeton trichoides	Potamogeton trichoides		1	Accepted	Potamogeton trichoides	Cham. & Schltdl.	Potamogetonaceae	tpl;tropicos	 	
Potamogeton trichoides	Potamogeton trichoides		1	Synonym	Potamogeton pusillus	L.	Potamogetonaceae	tpl	 [Ambiguous match] 	
Potamogeton trichoides	Potamogeton trichoides		1	Synonym	Potamogeton confervoides	Rchb.	Potamogetonaceae	tpl	 [Ambiguous match] 	
Potamogeton trichoides	Potamogeton trichoides		1	Illegitimate		L.	Potamogetonaceae	tropicos	 [Ambiguous match] 	
Potamogeton trichoides	Potamogeton trichoides		1	Illegitimate		Rchb.	Potamogetonaceae	tropicos	 [Ambiguous match] 	
Potentilla goldbachii	Potentilla goldbachii		1	Synonym	Potentilla thuringiaca	Bernh.	Rosaceae	tpl	 	
Potentilla goldbachii	Potentilla goldbachii		1	No opinion				tropicos	 	
Potentilla intermedia	Potentilla intermedia		1	Accepted	Potentilla intermedia	L.	Rosaceae	tpl;tropicos;usda	 	
Potentilla intermedia	Potentilla intermedia		1	Synonym	Potentilla aurea	L.	Rosaceae	tpl	 	
Potentilla intermedia	Potentilla intermedia		1	No opinion				tpl	 [Ambiguous match] 	
Potentilla intermedia	Potentilla intermedia		1	No opinion				tpl	 [Ambiguous match] 	
Potentilla intermedia	Potentilla intermedia		1	No opinion				tpl	 [Ambiguous match] 	
Potentilla intermedia	Potentilla intermedia		1	No opinion				tpl	 [Ambiguous match] 	
Potentilla intermedia	Potentilla intermedia		1	No opinion				tpl	 [Ambiguous match] 	
Potentilla intermedia	Potentilla intermedia		1	No opinion				tpl	 [Ambiguous match] 	
Potentilla norvegica	Potentilla norvegica		1	Accepted	Potentilla norvegica	L.	Rosaceae	tpl;tropicos;usda	 	
Potentilla norvegica	Potentilla norvegica		1	No opinion				tpl	 [Ambiguous match] 	
Potentilla norvegica	Potentilla norvegica		1	No opinion				tpl	 [Ambiguous match] 	
Potentilla norvegica	Potentilla norvegica		1	No opinion				tpl	 [Ambiguous match] 	
Potentilla norvegica	Potentilla norvegica		1	No opinion				tpl	 [Ambiguous match] 	
Potentilla norvegica	Potentilla norvegica		1	No opinion				tpl	 [Ambiguous match] 	
Potentilla rivalis	Potentilla rivalis		1	Accepted	Potentilla rivalis	Nutt. ex Torr. & A.Gray	Rosaceae	tpl	 	
Potentilla rivalis	Potentilla rivalis		1	Synonym	Potentilla norvegica	L.	Rosaceae	tpl	 	
Potentilla rivalis	Potentilla rivalis		1	Accepted	Potentilla rivalis	Nutt.	Rosaceae	tropicos;usda	 	
Primula juliae	Primula juliae		1	No opinion				tpl;tropicos	 	
Prunella laciniata	Prunella laciniata		1	Accepted	Prunella laciniata	(L.) L.	Lamiaceae	tpl;usda	 	
Prunella laciniata	Prunella laciniata		1	Synonym	Prunella vulgaris subsp. lanceolata	(W.P.C.Barton) Piper & Beattie	Lamiaceae	tpl	 [Ambiguous match] 	
Prunella laciniata	Prunella laciniata		1	Accepted	Prunella laciniata	L.	Lamiaceae	tropicos	 	
Prunella laciniata	Prunella laciniata		1	Illegitimate				tropicos	 [Ambiguous match] 	
Prunella laciniata	Prunella laciniata		1	Illegitimate		(W.P.C.Barton) Piper & Beattie	Lamiaceae	tropicos	 [Ambiguous match] 	
Ptilostemon afer	Ptilostemon afer		1	Accepted	Ptilostemon afer	(Jacq.) Greuter	Asteraceae	gcc	 	urn:lsid:compositae.org:names:7CF37336-298A-4753-9537-8879EB375E69
Ptilostemon afer	Ptilostemon afer		1	No opinion				tropicos	 	
Ptychotis saxifraga	Ptychotis saxifraga		1	Accepted	Ptychotis saxifraga	(L.) Loret & Barrandon	Apiaceae	tpl	 	
Ptychotis saxifraga	Ptychotis saxifraga		1	Synonym	Ptychotis saxifraga	(L.) Loret & Barrandon	Apiaceae	tpl	 	
Ptychotis saxifraga	Ptychotis saxifraga		1	No opinion				tropicos	 	
Puccinellia dolicholepis	Puccinellia dolicholepis		1	Accepted	Puccinellia dolicholepis	(Krecz.) Pavlov	Poaceae	tpl	 	
Puccinellia dolicholepis	Puccinellia dolicholepis		1	Accepted	Puccinellia dolicholepis	(V.I. Krecz.) Pavlov	Poaceae	tropicos	 	
Puccinellia dolicholepis	Puccinellia dolicholepis		1	Invalid				tropicos	 	
Puccinellia gigantea	Puccinellia gigantea		1	Accepted	Puccinellia gigantea	(Grossh.) Grossh.	Poaceae	tpl;tropicos	 	
Puccinellia hauptiana	Puccinellia hauptiana		1	Accepted	Puccinellia hauptiana	(Krecz.) Kitag.	Poaceae	tpl	 	
Puccinellia hauptiana	Puccinellia hauptiana		1	Accepted	Puccinellia hauptiana	(Trin. ex V.I. Krecz.) Kitag.	Poaceae	tropicos	 	
Puccinellia hauptiana	Puccinellia hauptiana		1	Invalid				tropicos	 [Ambiguous match] 	
Puccinellia hauptiana	Puccinellia hauptiana		1	Invalid				tropicos	 [Ambiguous match] 	
Puccinellia hauptiana	Puccinellia hauptiana		1	Synonym	Puccinellia distans ssp. hauptiana	(Trin. ex Krecz.) W.E. Hughes	Poaceae	usda	 	
Puccinellia nuttalliana	Puccinellia nuttalliana		1	Accepted	Puccinellia nuttalliana	(Schult.) Hitchc.	Poaceae	tpl;tropicos;usda	 	
Pulicaria dysenterica	Pulicaria dysenterica		1	Accepted	Pulicaria dysenterica	(L.) Bernh.	Asteraceae	gcc;tropicos;usda	 	urn:lsid:compositae.org:names:1543D972-6319-4B9E-ABAF-90F615CC3D94
Pulicaria dysenterica	Pulicaria dysenterica		1	Invalid	Pulicaria dysenterica	(L.) Bernh.	Asteraceae	gcc;tropicos	 	urn:lsid:compositae.org:names:1543D972-6319-4B9E-ABAF-90F615CC3D94
Pulsatilla vulgaris	Pulsatilla vulgaris		1	Synonym	Anemone pulsatilla	L.	Ranunculaceae	tpl	 	
Pulsatilla vulgaris	Pulsatilla vulgaris		1	No opinion		L.	Ranunculaceae	tropicos	 	
Pulsatilla vulgaris	Pulsatilla vulgaris		1	Accepted	Pulsatilla vulgaris	Mill.	Ranunculaceae	usda	 	
Ranunculus gramineus	Ranunculus gramineus		1	Accepted	Ranunculus gramineus	L.	Ranunculaceae	tpl;usda	 	
Ranunculus gramineus	Ranunculus gramineus		1	No opinion		L.	Ranunculaceae	tropicos	 	
Ranunculus lateriflorus	Ranunculus lateriflorus		1	Accepted	Ranunculus lateriflorus	DC.	Ranunculaceae	tpl	 	
Ranunculus lateriflorus	Ranunculus lateriflorus		1	Synonym	Buschia lateriflora	(DC.) Ovcz.	Ranunculaceae	tropicos	 	
Ranunculus pedatus	Ranunculus pedatus		1	Accepted	Ranunculus pedatus	Waldst. & Kit.	Ranunculaceae	tpl	 	
Ranunculus pedatus	Ranunculus pedatus		1	No opinion				tropicos	 	
Ranunculus psilostachys	Ranunculus psilostachys		1	Accepted	Ranunculus psilostachys	Griseb.	Ranunculaceae	tpl	 	
Ranunculus psilostachys	Ranunculus psilostachys		1	No opinion		Griseb.	Ranunculaceae	tropicos	 	
Reseda inodora	Reseda inodora		1	Accepted	Reseda inodora	Rchb.	Resedaceae	tpl	 	
Reseda inodora	Reseda inodora		1	No opinion		Rchb.	Resedaceae	tropicos	 	
Rhinanthus major	Rhinanthus major		1	Accepted	Rhinanthus major	L.	Orobanchaceae	tpl;tropicos;usda	 	
