family,n,draw
Xanthorrhoeaceae,1,21
Acanthaceae,1,22
Aizoaceae,2,22
Amaranthaceae,1,22
Annonaceae,1,22
Araceae,2,22
Aspleniaceae,2,22
Boraginaceae,2,22
Brassicaceae,3,22
Cactaceae,1,22
Calymperaceae,1,22
Campanulaceae,1,22
Cannaceae,1,22
Chrysobalanaceae,1,22
Compositae,10,22
Convolvulaceae,3,22
Crassulaceae,1,22
Cyatheaceae,1,22
Davalliaceae,1,22
Ericaceae,1,22
Euphorbiaceae,1,22
Funariaceae,1,22
Iridaceae,2,22
Jungermanniaceae,2,22
Lamiaceae,2,22
Lauraceae,2,22
Leguminosae,4,22
Lejeuneaceae,1,22
Malvaceae,1,22
Melastomataceae,1,22
Myrtaceae,2,22
Nartheciaceae,1,22
Nyctaginaceae,1,22
Onagraceae,2,22
Orchidaceae,10,22
Phyllanthaceae,1,22
Piperaceae,1,22
Plantaginaceae,3,22
Poaceae,2,22
Polypodiaceae,1,22
Polytrichaceae,1,22
Pottiaceae,2,22
Proteaceae,1,22
Pteridaceae,1,22
Rosaceae,3,22
Rubiaceae,7,22
Sapotaceae,2,22
Schisandraceae,1,22
Solanaceae,1,22
Thelypteridaceae,1,22
Zingiberaceae,1,22
Acanthaceae,2,23
Aizoaceae,1,23
Amaranthaceae,1,23
Annonaceae,1,23
Apiaceae,1,23
Araceae,1,23
Araliaceae,1,23
Asparagaceae,2,23
Athyriaceae,1,23
Brassicaceae,1,23
Bromeliaceae,1,23
Campanulaceae,1,23
Cephaloziellaceae,1,23
Compositae,12,23
Cyperaceae,3,23
Dennstaedtiaceae,2,23
Dicranaceae,1,23
Dioscoreaceae,1,23
Elaeocarpaceae,1,23
Elatinaceae,1,23
Erpodiaceae,1,23
Euphorbiaceae,3,23
Gesneriaceae,1,23
Hypnaceae,3,23
Iridaceae,1,23
Lamiaceae,6,23
Lauraceae,2,23
Leguminosae,10,23
Lejeuneaceae,1,23
Loranthaceae,2,23
Melanthiaceae,1,23
Melastomataceae,2,23
Myrtaceae,1,23
Orchidaceae,10,23
Passifloraceae,1,23
Plantaginaceae,1,23
Poaceae,1,23
Podocarpaceae,1,23
Polygalaceae,1,23
Primulaceae,2,23
Proteaceae,2,23
Rosaceae,2,23
Rubiaceae,2,23
Rutaceae,1,23
Santalaceae,1,23
Sapindaceae,1,23
Urticaceae,2,23
Acanthaceae,1,24
Adoxaceae,1,24
Amaranthaceae,1,24
Annonaceae,1,24
Arecaceae,1,24
Aspleniaceae,1,24
Balsaminaceae,1,24
Begoniaceae,1,24
Bignoniaceae,1,24
Brassicaceae,1,24
Bromeliaceae,1,24
Bryaceae,3,24
Cactaceae,1,24
Caryophyllaceae,1,24
Celastraceae,1,24
Clusiaceae,1,24
Compositae,10,24
Convolvulaceae,1,24
Cyperaceae,2,24
Dryopteridaceae,2,24
Ericaceae,1,24
Euphorbiaceae,2,24
Gentianaceae,1,24
Hydrangeaceae,2,24
Hypericaceae,1,24
Jubulaceae,1,24
Juncaceae,1,24
Jungermanniaceae,1,24
Lamiaceae,4,24
Leguminosae,7,24
Loganiaceae,1,24
Malvaceae,1,24
Marchantiaceae,1,24
Melastomataceae,2,24
Mniaceae,1,24
Myrtaceae,5,24
Onagraceae,2,24
Orchidaceae,5,24
Orthotrichaceae,1,24
Plagiotheciaceae,1,24
Poaceae,3,24
Podostemaceae,1,24
Polemoniaceae,1,24
Polygonaceae,1,24
Polypodiaceae,1,24
Pottiaceae,1,24
Proteaceae,1,24
Pteridaceae,1,24
Rubiaceae,4,24
Rutaceae,1,24
Scrophulariaceae,1,24
Sematophyllaceae,1,24
Solanaceae,2,24
Sphagnaceae,1,24
Xanthorrhoeaceae,1,24
Xyridaceae,1,24
Zingiberaceae,2,24
Amaranthaceae,2,25
Apiaceae,1,25
Athyriaceae,1,25
Balsaminaceae,1,25
Brachytheciaceae,1,25
Brassicaceae,4,25
Bryaceae,1,25
Cactaceae,2,25
Campanulaceae,1,25
Compositae,13,25
Cupressaceae,2,25
Cyperaceae,2,25
Daltoniaceae,1,25
Dicranaceae,1,25
Dioscoreaceae,1,25
Dryopteridaceae,1,25
Elaeocarpaceae,1,25
Ericaceae,2,25
Euphorbiaceae,4,25
Gentianaceae,1,25
Gesneriaceae,1,25
Grimmiaceae,1,25
Lamiaceae,1,25
Leguminosae,4,25
Lejeuneaceae,2,25
Linaceae,1,25
Linderniaceae,1,25
Malpighiaceae,1,25
Malvaceae,3,25
Menispermaceae,1,25
Molluginaceae,1,25
Myrtaceae,2,25
Orchidaceae,8,25
Orthotrichaceae,1,25
Oxalidaceae,1,25
Piperaceae,1,25
Plantaginaceae,1,25
Poaceae,2,25
Podostemaceae,1,25
Polygonaceae,1,25
Polypodiaceae,1,25
Primulaceae,2,25
Pteridaceae,1,25
Putranjivaceae,1,25
Ranunculaceae,1,25
Restionaceae,1,25
Rosaceae,3,25
Rubiaceae,5,25
Rutaceae,1,25
Saxifragaceae,1,25
Sematophyllaceae,1,25
Thymelaeaceae,1,25
Zygophyllaceae,1,25
Acanthaceae,2,26
Aizoaceae,1,26
Anacardiaceae,1,26
Annonaceae,1,26
Apiaceae,1,26
Aponogetonaceae,1,26
Aquifoliaceae,1,26
Araceae,1,26
Araliaceae,2,26
Aristolochiaceae,1,26
Asparagaceae,1,26
Boraginaceae,1,26
Brassicaceae,1,26
Bryaceae,1,26
Burseraceae,1,26
Capparaceae,1,26
Compositae,10,26
Cyperaceae,2,26
Dicranaceae,1,26
Ericaceae,2,26
Eriocaulaceae,1,26
Euphorbiaceae,1,26
Gelsemiaceae,1,26
Haplomitriaceae,1,26
Hypnaceae,1,26
Iridaceae,2,26
Juncaginaceae,1,26
Lamiaceae,3,26
Lauraceae,1,26
Lecythidaceae,1,26
Leguminosae,9,26
Malpighiaceae,1,26
Malvaceae,2,26
Myrtaceae,3,26
Oleaceae,1,26
Onagraceae,1,26
Orchidaceae,5,26
Orobanchaceae,1,26
Papaveraceae,1,26
Penaeaceae,1,26
Phyllanthaceae,1,26
Plumbaginaceae,3,26
Poaceae,4,26
Polemoniaceae,1,26
Polygalaceae,1,26
Polypodiaceae,1,26
Pottiaceae,1,26
Primulaceae,1,26
Restionaceae,1,26
Rhizophoraceae,1,26
Rubiaceae,7,26
Santalaceae,1,26
Solanaceae,1,26
Tecophilaeaceae,1,26
Thymelaeaceae,1,26
Violaceae,1,26
Aizoaceae,5,27
Amaranthaceae,1,27
Amaryllidaceae,1,27
Apocynaceae,3,27
Araliaceae,1,27
Asparagaceae,2,27
Bartramiaceae,1,27
Begoniaceae,1,27
Berberidaceae,2,27
Bignoniaceae,1,27
Brassicaceae,2,27
Bryaceae,1,27
Cactaceae,1,27
Campanulaceae,2,27
Celastraceae,2,27
Compositae,6,27
Crassulaceae,1,27
Cucurbitaceae,1,27
Cyperaceae,3,27
Dicranaceae,1,27
Ditrichaceae,1,27
Droseraceae,1,27
Ericaceae,2,27
Geraniaceae,1,27
Hypericaceae,1,27
Hypnaceae,1,27
Iridaceae,1,27
Lamiaceae,2,27
Leguminosae,6,27
Leskeaceae,1,27
Lythraceae,1,27
Magnoliaceae,1,27
Malvaceae,1,27
Marantaceae,3,27
Marcgraviaceae,1,27
Menyanthaceae,1,27
Meteoriaceae,1,27
Molluginaceae,1,27
Myrtaceae,2,27
Orchidaceae,4,27
Orobanchaceae,2,27
Plantaginaceae,1,27
Poaceae,4,27
Polygonaceae,1,27
Polypodiaceae,1,27
Rhizophoraceae,1,27
Rosaceae,5,27
Rubiaceae,6,27
Scrophulariaceae,1,27
Sematophyllaceae,1,27
Styracaceae,1,27
Thymelaeaceae,1,27
Urticaceae,1,27
Violaceae,1,27
Acanthaceae,2,28
Adoxaceae,1,28
Anacardiaceae,1,28
Apiaceae,2,28
Araceae,1,28
Arecaceae,1,28
Aytoniaceae,1,28
Blechnaceae,1,28
Brassicaceae,2,28
Caricaceae,1,28
Caryophyllaceae,1,28
Colchicaceae,1,28
Compositae,7,28
Convolvulaceae,1,28
Cyperaceae,1,28
Dicranaceae,4,28
Dryopteridaceae,1,28
Ericaceae,1,28
Eriocaulaceae,2,28
Euphorbiaceae,2,28
Gesneriaceae,1,28
Grimmiaceae,1,28
Herbertaceae,1,28
Hypericaceae,1,28
Hypnaceae,1,28
Iridaceae,1,28
Juncaginaceae,1,28
Lamiaceae,4,28
Lauraceae,1,28
Lecythidaceae,2,28
Leguminosae,3,28
Lejeuneaceae,3,28
Lepidoziaceae,1,28
Liliaceae,1,28
Linderniaceae,1,28
Magnoliaceae,1,28
Malvaceae,1,28
Melastomataceae,2,28
Myrtaceae,4,28
Orchidaceae,6,28
Oxalidaceae,1,28
Passifloraceae,1,28
Phyllanthaceae,1,28
Plantaginaceae,1,28
Poaceae,4,28
Polygalaceae,1,28
Polytrichaceae,1,28
Rosaceae,2,28
Rubiaceae,7,28
Santalaceae,1,28
Sematophyllaceae,1,28
Sphagnaceae,1,28
Stegnospermataceae,1,28
Thelypteridaceae,1,28
Thymelaeaceae,1,28
Urticaceae,1,28
Violaceae,1,28
Acanthaceae,2,29
Aizoaceae,1,29
Amaranthaceae,2,29
Anastrophyllaceae,1,29
Annonaceae,1,29
Apocynaceae,1,29
Araceae,2,29
Aristolochiaceae,1,29
Asparagaceae,1,29
Begoniaceae,1,29
Bignoniaceae,1,29
Boraginaceae,1,29
Brassicaceae,2,29
Bromeliaceae,2,29
Cactaceae,1,29
Calymperaceae,1,29
Campanulaceae,1,29
Clethraceae,1,29
Compositae,11,29
Dicranaceae,1,29
Entodontaceae,1,29
Ericaceae,2,29
Euphorbiaceae,2,29
Geraniaceae,1,29
Hydrangeaceae,1,29
Hypnaceae,1,29
Iridaceae,1,29
Jubulaceae,1,29
Lamiaceae,2,29
Lauraceae,2,29
Lecythidaceae,1,29
Leguminosae,6,29
Magnoliaceae,1,29
Malvaceae,1,29
Marantaceae,1,29
Melastomataceae,2,29
Meteoriaceae,2,29
Myriniaceae,1,29
Myrtaceae,1,29
Orchidaceae,7,29
Phyllanthaceae,1,29
Plagiochilaceae,1,29
Plumbaginaceae,1,29
Poaceae,1,29
Podocarpaceae,1,29
Polypodiaceae,2,29
Polytrichaceae,1,29
Ranunculaceae,1,29
Rosaceae,4,29
Rubiaceae,4,29
Salicaceae,1,29
Scrophulariaceae,1,29
Sematophyllaceae,1,29
Solanaceae,1,29
Urticaceae,1,29
Violaceae,1,29
Vitaceae,2,29
Winteraceae,1,29
Acrobolbaceae,1,30
Amaryllidaceae,3,30
Annonaceae,1,30
Apiaceae,1,30
Apocynaceae,2,30
Araceae,1,30
Araliaceae,1,30
Arecaceae,1,30
Aytoniaceae,1,30
Begoniaceae,2,30
Bignoniaceae,2,30
Boraginaceae,1,30
Brassicaceae,2,30
Campanulaceae,1,30
Caryophyllaceae,1,30
Celastraceae,1,30
Compositae,11,30
Cucurbitaceae,1,30
Cyperaceae,1,30
Ditrichaceae,1,30
Droseraceae,1,30
Ericaceae,1,30
Euphorbiaceae,3,30
Funariaceae,3,30
Gentianaceae,1,30
Gesneriaceae,1,30
Goodeniaceae,2,30
Heliconiaceae,1,30
Hypnaceae,2,30
Jungermanniaceae,1,30
Lauraceae,1,30
Leguminosae,5,30
Lejeuneaceae,2,30
Leskeaceae,1,30
Limnanthaceae,1,30
Loranthaceae,2,30
Melastomataceae,1,30
Menispermaceae,1,30
Meteoriaceae,1,30
Myrtaceae,3,30
Neckeraceae,1,30
Olacaceae,1,30
Oleaceae,1,30
Orchidaceae,5,30
Orobanchaceae,1,30
Papaveraceae,1,30
Plantaginaceae,1,30
Poaceae,2,30
Polygonaceae,1,30
Polypodiaceae,1,30
Ptychomitriaceae,1,30
Ranunculaceae,2,30
Rosaceae,2,30
Rubiaceae,4,30
Rutaceae,1,30
Sapindaceae,1,30
Solanaceae,1,30
Tropaeolaceae,1,30
Amaryllidaceae,1,31
Apiaceae,1,31
Apocynaceae,4,31
Araceae,1,31
Asparagaceae,1,31
Bignoniaceae,1,31
Brassicaceae,1,31
Bryaceae,1,31
Cactaceae,1,31
Caprifoliaceae,1,31
Caryophyllaceae,1,31
Clusiaceae,1,31
Compositae,8,31
Connaraceae,2,31
Costaceae,1,31
Cucurbitaceae,1,31
Cymodoceaceae,1,31
Cyperaceae,1,31
Dicranaceae,1,31
Dioscoreaceae,1,31
Ebenaceae,1,31
Erythroxylaceae,1,31
Euphorbiaceae,2,31
Gentianaceae,1,31
Hymenophyllaceae,1,31
Hypericaceae,1,31
Hypnaceae,2,31
Iridaceae,1,31
Leguminosae,7,31
Lejeuneaceae,1,31
Leskeaceae,1,31
Malvaceae,1,31
Marcgraviaceae,1,31
Meliaceae,2,31
Meteoriaceae,1,31
Monimiaceae,1,31
Moraceae,1,31
Myrtaceae,1,31
Oleaceae,1,31
Orchidaceae,9,31
Orthotrichaceae,1,31
Pilotrichaceae,1,31
Piperaceae,1,31
Plantaginaceae,1,31
Poaceae,5,31
Polygalaceae,2,31
Polygonaceae,2,31
Polypodiaceae,1,31
Ranunculaceae,1,31
Rhamnaceae,1,31
Rosaceae,2,31
Rubiaceae,3,31
Sapindaceae,1,31
Scapaniaceae,1,31
Scrophulariaceae,2,31
Theaceae,1,31
Verbenaceae,1,31
Violaceae,2,31
Vitaceae,1,31
Acanthaceae,1,32
Acrobolbaceae,1,32
Alstroemeriaceae,1,32
Amaranthaceae,1,32
Amblystegiaceae,1,32
Aneuraceae,1,32
Apiaceae,3,32
Araceae,3,32
Araliaceae,2,32
Bromeliaceae,3,32
Bryaceae,4,32
Campanulaceae,4,32
Chrysobalanaceae,1,32
Compositae,11,32
Crassulaceae,1,32
Cyperaceae,3,32
Dioscoreaceae,1,32
Ditrichaceae,1,32
Euphorbiaceae,2,32
Gesneriaceae,1,32
Iridaceae,2,32
Lamiaceae,3,32
Leguminosae,5,32
Lejeuneaceae,1,32
Leskeaceae,1,32
Leucodontaceae,1,32
Malpighiaceae,1,32
Malvaceae,1,32
Melastomataceae,1,32
Menispermaceae,1,32
Meteoriaceae,1,32
Moraceae,1,32
Myrtaceae,1,32
Oleaceae,4,32
Orchidaceae,4,32
Orobanchaceae,1,32
Papaveraceae,1,32
Passifloraceae,1,32
Phyllanthaceae,1,32
Poaceae,2,32
Primulaceae,1,32
Proteaceae,3,32
Ranunculaceae,1,32
Restionaceae,2,32
Rosaceae,2,32
Rubiaceae,3,32
Salicaceae,1,32
Santalaceae,1,32
Sapotaceae,1,32
Saxifragaceae,1,32
Verbenaceae,1,32
Xanthorrhoeaceae,1,32
Acanthaceae,2,33
Amaranthaceae,1,33
Amaryllidaceae,1,33
Anemiaceae,1,33
Annonaceae,1,33
Apiaceae,1,33
Apocynaceae,2,33
Araceae,1,33
Arecaceae,1,33
Aristolochiaceae,1,33
Asparagaceae,1,33
Aspleniaceae,1,33
Bartramiaceae,1,33
Berberidaceae,1,33
Bixaceae,1,33
Brachytheciaceae,2,33
Brassicaceae,2,33
Bromeliaceae,1,33
Burseraceae,1,33
Campanulaceae,1,33
Celastraceae,1,33
Compositae,12,33
Crassulaceae,1,33
Cyclanthaceae,1,33
Cyperaceae,2,33
Dicranaceae,4,33
Dipterocarpaceae,1,33
Euphorbiaceae,3,33
Gesneriaceae,1,33
Humiriaceae,1,33
Lamiaceae,1,33
Leguminosae,9,33
Lejeuneaceae,1,33
Lindsaeaceae,1,33
Melastomataceae,1,33
Moraceae,1,33
Myrtaceae,2,33
Nyctaginaceae,1,33
Oleaceae,1,33
Orchidaceae,5,33
Phyllanthaceae,1,33
Piperaceae,1,33
Plantaginaceae,1,33
Plumbaginaceae,1,33
Polygonaceae,1,33
Polypodiaceae,1,33
Primulaceae,3,33
Rhamnaceae,1,33
Ricciaceae,1,33
Rosaceae,1,33
Salicaceae,1,33
Sapindaceae,1,33
Sapotaceae,1,33
Sematophyllaceae,1,33
Smilacaceae,1,33
Solanaceae,1,33
Stereophyllaceae,1,33
Thymelaeaceae,1,33
Urticaceae,1,33
Verbenaceae,1,33
Violaceae,1,33
Xyridaceae,1,33
Acanthaceae,2,34
Amaranthaceae,1,34
Amaryllidaceae,1,34
Anacardiaceae,1,34
Apiaceae,1,34
Araceae,3,34
Arecaceae,1,34
Aspleniaceae,1,34
Brassicaceae,2,34
Bromeliaceae,2,34
Bruniaceae,1,34
Bryaceae,1,34
Burmanniaceae,1,34
Caryophyllaceae,1,34
Cephaloziellaceae,1,34
Combretaceae,1,34
Compositae,10,34
Convolvulaceae,1,34
Cucurbitaceae,1,34
Cyperaceae,1,34
Dryopteridaceae,1,34
Ericaceae,2,34
Euphorbiaceae,3,34
Fagaceae,1,34
Gentianaceae,2,34
Gesneriaceae,1,34
Grimmiaceae,2,34
Jubulaceae,1,34
Jungermanniaceae,1,34
Lamiaceae,1,34
Lauraceae,1,34
Leguminosae,5,34
Leskeaceae,1,34
Liliaceae,1,34
Malvaceae,1,34
Meteoriaceae,1,34
Myrtaceae,1,34
Orchidaceae,6,34
Orobanchaceae,1,34
Orthotrichaceae,1,34
Oxalidaceae,1,34
Passifloraceae,2,34
Phyllanthaceae,2,34
Piperaceae,1,34
Plagiotheciaceae,1,34
Plantaginaceae,1,34
Poaceae,5,34
Polygalaceae,1,34
Polypodiaceae,2,34
Portulacaceae,1,34
Proteaceae,1,34
Rosaceae,1,34
Rubiaceae,4,34
Rutaceae,1,34
Sapindaceae,1,34
Sapotaceae,1,34
Scrophulariaceae,2,34
Solanaceae,1,34
Thelypteridaceae,1,34
Acanthaceae,1,35
Actinidiaceae,1,35
Aizoaceae,1,35
Anastrophyllaceae,2,35
Apocynaceae,1,35
Araliaceae,1,35
Arecaceae,1,35
Asparagaceae,1,35
Balsaminaceae,1,35
Begoniaceae,1,35
Boraginaceae,1,35
Brassicaceae,1,35
Bromeliaceae,1,35
Cactaceae,1,35
Cephaloziellaceae,1,35
Chrysobalanaceae,1,35
Clethraceae,1,35
Compositae,9,35
Crassulaceae,1,35
Cyperaceae,5,35
Eriocaulaceae,1,35
Euphorbiaceae,1,35
Gesneriaceae,2,35
Grossulariaceae,1,35
Gymnomitriaceae,1,35
Lamiaceae,5,35
Leguminosae,7,35
Lejeuneaceae,1,35
Leucodontaceae,1,35
Liliaceae,2,35
Lophocoleaceae,1,35
Loranthaceae,1,35
Melastomataceae,2,35
Myrtaceae,3,35
Oleaceae,1,35
Onagraceae,1,35
Orchidaceae,12,35
Orthotrichaceae,1,35
Papaveraceae,1,35
Phyllanthaceae,1,35
Poaceae,5,35
Podostemaceae,1,35
Pottiaceae,3,35
Ranunculaceae,1,35
Rosaceae,2,35
Rubiaceae,2,35
Scrophulariaceae,1,35
Sematophyllaceae,2,35
Siparunaceae,1,35
Solanaceae,1,35
Amaranthaceae,1,36
Amaryllidaceae,2,36
Annonaceae,1,36
Apiaceae,1,36
Apocynaceae,1,36
Araliaceae,1,36
Aspleniaceae,1,36
Bartramiaceae,1,36
Begoniaceae,1,36
Boraginaceae,6,36
Brachytheciaceae,1,36
Bromeliaceae,1,36
Buxaceae,1,36
Cactaceae,1,36
Combretaceae,1,36
Compositae,9,36
Connaraceae,1,36
Cucurbitaceae,1,36
Cyperaceae,2,36
Dryopteridaceae,1,36
Erythroxylaceae,1,36
Euphorbiaceae,3,36
Fagaceae,1,36
Gentianaceae,1,36
Grossulariaceae,1,36
Hypnaceae,1,36
Jubulaceae,1,36
Juncaceae,2,36
Lamiaceae,2,36
Lauraceae,2,36
Leguminosae,4,36
Leskeaceae,1,36
Liliaceae,1,36
Lomariopsidaceae,1,36
Lycopodiaceae,1,36
Lythraceae,2,36
Malvaceae,2,36
Melastomataceae,3,36
Meliaceae,1,36
Meteoriaceae,1,36
Monimiaceae,1,36
Moraceae,1,36
Myriniaceae,1,36
Myrtaceae,2,36
Orchidaceae,6,36
Papaveraceae,1,36
Passifloraceae,1,36
Plantaginaceae,1,36
Poaceae,3,36
Polygalaceae,2,36
Polypodiaceae,2,36
Pottiaceae,1,36
Primulaceae,1,36
Ricciaceae,1,36
Rosaceae,2,36
Rubiaceae,2,36
Sematophyllaceae,1,36
Splachnaceae,1,36
Trachypodaceae,1,36
Amaranthaceae,2,37
Amaryllidaceae,1,37
Anacardiaceae,2,37
Apiaceae,1,37
Apocynaceae,4,37
Araceae,1,37
Arecaceae,1,37
Aristolochiaceae,1,37
Asparagaceae,1,37
Balsaminaceae,2,37
Begoniaceae,1,37
Berberidaceae,1,37
Bignoniaceae,1,37
Boraginaceae,1,37
Brachytheciaceae,1,37
Brassicaceae,2,37
Bromeliaceae,1,37
Burseraceae,1,37
Calymperaceae,1,37
Caryophyllaceae,2,37
Cistaceae,1,37
Compositae,8,37
Elaeocarpaceae,1,37
Entodontaceae,1,37
Ericaceae,1,37
Eriocaulaceae,1,37
Erythroxylaceae,1,37
Fissidentaceae,1,37
Gesneriaceae,4,37
Hymenophyllaceae,1,37
Icacinaceae,1,37
Iridaceae,1,37
Lamiaceae,7,37
Lauraceae,1,37
Leguminosae,7,37
Malvaceae,2,37
Myrtaceae,2,37
Nymphaeaceae,1,37
Oleaceae,1,37
Onagraceae,1,37
Orchidaceae,5,37
Oxymitraceae,1,37
Pallaviciniaceae,1,37
Pandaceae,1,37
Pandanaceae,1,37
Papaveraceae,2,37
Pilotrichaceae,1,37
Pinaceae,1,37
Piperaceae,1,37
Poaceae,2,37
Pottiaceae,1,37
Primulaceae,2,37
Ranunculaceae,2,37
Restionaceae,1,37
Rosaceae,1,37
Rubiaceae,3,37
Acanthaceae,1,38
Amaryllidaceae,1,38
Apiaceae,1,38
Apocynaceae,4,38
Araceae,2,38
Arecaceae,1,38
Asparagaceae,1,38
Aytoniaceae,1,38
Balsaminaceae,1,38
Berberidaceae,1,38
Brassicaceae,1,38
Burseraceae,1,38
Cactaceae,1,38
Caryocaraceae,1,38
Celastraceae,1,38
Compositae,4,38
Convolvulaceae,2,38
Cyatheaceae,1,38
Cyperaceae,1,38
Dennstaedtiaceae,1,38
Ericaceae,1,38
Eriocaulaceae,1,38
Euphorbiaceae,2,38
Gesneriaceae,2,38
Grimmiaceae,1,38
Hookeriaceae,1,38
Hydrangeaceae,1,38
Hypnaceae,1,38
Lamiaceae,2,38
Leguminosae,10,38
Lejeuneaceae,1,38
Leskeaceae,1,38
Loranthaceae,1,38
Malvaceae,2,38
Melastomataceae,3,38
Menispermaceae,1,38
Meteoriaceae,1,38
Moraceae,2,38
Myrtaceae,2,38
Ochnaceae,1,38
Orchidaceae,9,38
Orobanchaceae,1,38
Passifloraceae,1,38
Pentaphylacaceae,1,38
Plantaginaceae,1,38
Poaceae,4,38
Pteridaceae,3,38
Rosaceae,1,38
Rubiaceae,4,38
Seligeriaceae,1,38
Sematophyllaceae,1,38
Solanaceae,2,38
Violaceae,1,38
Vitaceae,1,38
Zamiaceae,1,38
Zingiberaceae,1,38
Acanthaceae,1,39
Amaryllidaceae,1,39
Anacardiaceae,1,39
Annonaceae,1,39
Apiaceae,4,39
Apocynaceae,4,39
Araceae,1,39
Arecaceae,1,39
Aristolochiaceae,1,39
Aspleniaceae,1,39
Boraginaceae,2,39
Brachytheciaceae,1,39
Bromeliaceae,1,39
Bryaceae,1,39
Compositae,10,39
Crassulaceae,1,39
Cyperaceae,3,39
Dicranaceae,1,39
Dilleniaceae,1,39
Dioscoreaceae,1,39
Elaeagnaceae,1,39
Elaeocarpaceae,1,39
Ericaceae,1,39
Fagaceae,1,39
Geraniaceae,1,39
Gesneriaceae,1,39
Iridaceae,2,39
Lamiaceae,4,39
Leguminosae,10,39
Loasaceae,1,39
Melastomataceae,1,39
Monimiaceae,1,39
Myrtaceae,3,39
Olacaceae,1,39
Orchidaceae,8,39
Orobanchaceae,2,39
Phrymaceae,1,39
Phyllanthaceae,1,39
Piperaceae,1,39
Plantaginaceae,2,39
Poaceae,2,39
Polemoniaceae,1,39
Polygalaceae,1,39
Polygonaceae,1,39
Polypodiaceae,1,39
Putranjivaceae,1,39
Rhamnaceae,1,39
Rosaceae,2,39
Rubiaceae,5,39
Vitaceae,1,39
Acanthaceae,2,40
Anacardiaceae,1,40
Apocynaceae,1,40
Araceae,1,40
Berberidaceae,1,40
Bignoniaceae,1,40
Boraginaceae,1,40
Brassicaceae,2,40
Bryaceae,1,40
Cactaceae,1,40
Caryophyllaceae,2,40
Celastraceae,1,40
Compositae,11,40
Cyperaceae,2,40
Daltoniaceae,1,40
Dioscoreaceae,1,40
Dipterocarpaceae,1,40
Dryopteridaceae,2,40
Ebenaceae,1,40
Euphorbiaceae,1,40
Fagaceae,2,40
Lamiaceae,5,40
Lauraceae,1,40
Leguminosae,5,40
Malvaceae,2,40
Melastomataceae,1,40
Meteoriaceae,1,40
Myrtaceae,1,40
Nyctaginaceae,1,40
Oleaceae,1,40
Orchidaceae,9,40
Orthotrichaceae,1,40
Oxalidaceae,1,40
Piperaceae,1,40
Plumbaginaceae,1,40
Poaceae,3,40
Pottiaceae,1,40
Primulaceae,1,40
Pteridaceae,1,40
Putranjivaceae,2,40
Ranunculaceae,1,40
Rosaceae,2,40
Rubiaceae,4,40
Rutaceae,2,40
Salviniaceae,1,40
Santalaceae,1,40
Sapotaceae,1,40
Scapaniaceae,1,40
Scrophulariaceae,1,40
Simaroubaceae,1,40
Solanaceae,1,40
Urticaceae,2,40
Vitaceae,1,40
Woodsiaceae,1,40
Xanthorrhoeaceae,2,40
Acanthaceae,1,41
Adoxaceae,1,41
Amaryllidaceae,3,41
Annonaceae,1,41
Apiaceae,1,41
Apocynaceae,2,41
Araceae,2,41
Aristolochiaceae,1,41
Bromeliaceae,1,41
Cactaceae,1,41
Campanulaceae,3,41
Caprifoliaceae,1,41
Clusiaceae,1,41
Compositae,8,41
Cucurbitaceae,1,41
Cyperaceae,5,41
Dicranaceae,1,41
Dryopteridaceae,1,41
Ericaceae,1,41
Eriocaulaceae,1,41
Euphorbiaceae,5,41
Fagaceae,3,41
Funariaceae,1,41
Gesneriaceae,1,41
Hypnaceae,1,41
Icacinaceae,1,41
Juncaceae,1,41
Lamiaceae,3,41
Leguminosae,6,41
Lejeuneaceae,1,41
Marantaceae,1,41
Melastomataceae,1,41
Nyctaginaceae,1,41
Onagraceae,1,41
Ophioglossaceae,1,41
Orchidaceae,5,41
Orobanchaceae,1,41
Passifloraceae,1,41
Plagiochilaceae,1,41
Plumbaginaceae,1,41
Poaceae,5,41
Pottiaceae,1,41
Primulaceae,2,41
Ranunculaceae,1,41
Rosaceae,2,41
Rubiaceae,5,41
Rutaceae,2,41
Salicaceae,1,41
Santalaceae,1,41
Sapotaceae,1,41
Sematophyllaceae,1,41
Thuidiaceae,1,41
Vitaceae,1,41
Acanthaceae,2,42
Amaranthaceae,1,42
Amaryllidaceae,2,42
Andreaeaceae,1,42
Apiaceae,2,42
Apocynaceae,2,42
Araceae,3,42
Araucariaceae,1,42
Arecaceae,1,42
Aristolochiaceae,1,42
Brachytheciaceae,1,42
Brassicaceae,1,42
Bromeliaceae,1,42
Campanulaceae,2,42
Capparaceae,1,42
Caprifoliaceae,1,42
Caryophyllaceae,1,42
Compositae,11,42
Crassulaceae,1,42
Cunoniaceae,1,42
Dicranaceae,1,42
Dryopteridaceae,1,42
Eriocaulaceae,2,42
Erythroxylaceae,1,42
Euphorbiaceae,2,42
Funariaceae,1,42
Gentianaceae,1,42
Jungermanniaceae,1,42
Lauraceae,1,42
Leguminosae,10,42
Lejeuneaceae,2,42
Loganiaceae,1,42
Lythraceae,1,42
Malpighiaceae,1,42
Malvaceae,1,42
Melastomataceae,4,42
Myrtaceae,2,42
Orchidaceae,5,42
Orobanchaceae,1,42
Papaveraceae,1,42
Passifloraceae,2,42
Phyllanthaceae,1,42
Poaceae,3,42
Pottiaceae,1,42
Proteaceae,1,42
Rosaceae,3,42
Rubiaceae,2,42
